sampled_at_utc	tcfs_pids	s3_established_sockets	highwater	limit
2026-05-13T17:53:54Z	50376	0	0	8
2026-05-13T17:53:59Z	50530	0	0	8
2026-05-13T17:54:04Z	50583	0	0	8
2026-05-13T17:54:09Z	50604	0	0	8
2026-05-13T17:54:15Z	50619	0	0	8
2026-05-13T17:54:20Z	50905	0	0	8
2026-05-13T17:54:25Z	50938	0	0	8
2026-05-13T17:54:30Z	50959	0	0	8
2026-05-13T17:54:36Z	50978	0	0	8
2026-05-13T17:54:41Z	51014,51018	0	0	8
2026-05-13T17:54:47Z	51014,51302	8	8	8
2026-05-13T17:54:52Z	51014,51330	8	8	8
2026-05-13T17:54:57Z	51014,51387	9	9	8
2026-05-13T17:55:02Z	51014,51413	9	9	8
2026-05-13T17:55:07Z	51014,51446	9	9	8
2026-05-13T17:55:13Z	51014,51467	9	9	8
2026-05-13T17:55:18Z	51014,52900	9	9	8
2026-05-13T17:55:23Z	51014,53088	9	9	8
2026-05-13T17:55:28Z	51014,53111	8	9	8
2026-05-13T17:55:33Z	51014,53183	8	9	8
2026-05-13T17:55:38Z	51014,53225	8	9	8
2026-05-13T17:55:43Z	51014,53262	8	9	8
2026-05-13T17:55:48Z	51014,53291	8	9	8
2026-05-13T17:55:54Z	51014,53349	8	9	8
2026-05-13T17:55:59Z	51014,53365	8	9	8
2026-05-13T17:56:04Z	51014,53482	8	9	8
2026-05-13T17:56:09Z	51014,53504	8	9	8
2026-05-13T17:56:14Z	51014,53608	8	9	8
2026-05-13T17:56:19Z	51014,54399	8	9	8
2026-05-13T17:56:24Z	51014,54481	8	9	8
2026-05-13T17:56:29Z	51014,54501	8	9	8
2026-05-13T17:56:34Z	51014,54927	8	9	8
2026-05-13T17:56:39Z	51014,54973	8	9	8
2026-05-13T17:56:44Z	51014,55059	8	9	8
2026-05-13T17:56:50Z	51014,55081	8	9	8
2026-05-13T17:56:55Z	51014,55163	8	9	8
2026-05-13T17:57:00Z	51014,55183	8	9	8
2026-05-13T17:57:05Z	51014,55205	8	9	8
2026-05-13T17:57:10Z	51014,55223	8	9	8
2026-05-13T17:57:15Z	51014,55263	8	9	8
2026-05-13T17:57:20Z	51014,55286	8	9	8
2026-05-13T17:57:25Z	51014,55303	8	9	8
2026-05-13T17:57:31Z	51014,55332	8	9	8
2026-05-13T17:57:36Z	51014,55356	8	9	8
2026-05-13T17:57:41Z	51014,55384	8	9	8
2026-05-13T17:57:46Z	51014,55415	8	9	8
2026-05-13T17:57:51Z	51014,55578	8	9	8
2026-05-13T17:57:56Z	51014,56451	8	9	8
2026-05-13T17:58:01Z	51014,56601	8	9	8
2026-05-13T17:58:06Z	51014,56713	8	9	8
2026-05-13T17:58:11Z	51014,56769	8	9	8
2026-05-13T17:58:16Z	51014,57209	8	9	8
2026-05-13T17:58:22Z	51014,57381	8	9	8
2026-05-13T17:58:27Z	51014,57906	8	9	8
2026-05-13T17:58:32Z	51014,58727	8	9	8
2026-05-13T17:58:37Z	51014,59152	8	9	8
2026-05-13T17:58:42Z	51014,59242	8	9	8
2026-05-13T17:58:48Z	51014,59595	8	9	8
2026-05-13T17:58:53Z	51014,59637	8	9	8
2026-05-13T17:58:58Z	51014,59664	8	9	8
2026-05-13T17:59:03Z	51014,59774	8	9	8
2026-05-13T17:59:09Z	51014,59804	8	9	8
2026-05-13T17:59:14Z	51014,59948	8	9	8
2026-05-13T17:59:19Z	51014,59969	8	9	8
2026-05-13T17:59:25Z	51014,59995	8	9	8
2026-05-13T17:59:30Z	51014,60039	8	9	8
2026-05-13T17:59:35Z	51014,60131	8	9	8
2026-05-13T17:59:40Z	51014,60166	8	9	8
2026-05-13T17:59:46Z	51014,60192	8	9	8
2026-05-13T17:59:51Z	51014,60351	8	9	8
2026-05-13T17:59:56Z	51014,60396	8	9	8
2026-05-13T18:00:01Z	51014,60427	8	9	8
2026-05-13T18:00:06Z	51014,60482	8	9	8
2026-05-13T18:00:11Z	51014,60502	8	9	8
2026-05-13T18:00:16Z	51014,60545	0	9	8
2026-05-13T18:00:21Z	51014,60568	0	9	8
2026-05-13T18:00:26Z	51014,60586	0	9	8
2026-05-13T18:00:31Z	51014,60628	0	9	8
2026-05-13T18:00:37Z	51014,60656	0	9	8
2026-05-13T18:00:42Z	51014,60687	0	9	8
2026-05-13T18:00:47Z	51014,60745	0	9	8
2026-05-13T18:00:52Z	51014,60805	0	9	8
2026-05-13T18:00:57Z	51014,61214	0	9	8
2026-05-13T18:01:02Z	51014,62659	0	9	8
2026-05-13T18:01:07Z	51014,62799	0	9	8
2026-05-13T18:01:12Z	51014,62831	0	9	8
2026-05-13T18:01:17Z	51014,62893	0	9	8
2026-05-13T18:01:23Z	51014,62918	0	9	8
2026-05-13T18:01:28Z	51014,62935	0	9	8
2026-05-13T18:01:33Z	51014,62965	0	9	8
2026-05-13T18:01:38Z	51014,62992	0	9	8
2026-05-13T18:01:43Z	51014,63016	0	9	8
2026-05-13T18:01:48Z	51014,63103	0	9	8
2026-05-13T18:01:53Z	51014,63121	0	9	8
2026-05-13T18:01:58Z	51014,63138	0	9	8
2026-05-13T18:02:03Z	51014,63161	0	9	8
2026-05-13T18:02:08Z	51014,63189	0	9	8
2026-05-13T18:02:13Z	51014,63209	0	9	8
2026-05-13T18:02:19Z	51014,63295	0	9	8
2026-05-13T18:02:24Z	51014,63416	9	9	8
2026-05-13T18:02:29Z	51014,63436	9	9	8
2026-05-13T18:02:34Z	51014,63456	9	9	8
2026-05-13T18:02:39Z	51014,63490	9	9	8
2026-05-13T18:02:44Z	51014,63674	9	9	8
2026-05-13T18:02:49Z	51014,63719	9	9	8
2026-05-13T18:02:54Z	51014,63952	9	9	8
2026-05-13T18:03:00Z	51014,64511	9	9	8
2026-05-13T18:03:05Z	51014,64577	9	9	8
2026-05-13T18:03:10Z	51014,64653	9	9	8
2026-05-13T18:03:16Z	51014,64696	9	9	8
2026-05-13T18:03:21Z	51014,64718	9	9	8
2026-05-13T18:03:27Z	51014,64749	9	9	8
2026-05-13T18:03:32Z	51014,64781	9	9	8
2026-05-13T18:03:37Z	51014,64881	9	9	8
2026-05-13T18:03:43Z	51014,65790	8	9	8
2026-05-13T18:03:48Z	51014,65810	8	9	8
2026-05-13T18:03:53Z	51014,65848	8	9	8
2026-05-13T18:03:58Z	51014,65871	8	9	8
2026-05-13T18:04:03Z	51014,65920	8	9	8
2026-05-13T18:04:08Z	51014,65951	8	9	8
2026-05-13T18:04:14Z	51014,66093	8	9	8
2026-05-13T18:04:19Z	51014,66136	8	9	8
2026-05-13T18:04:24Z	51014,66180	8	9	8
2026-05-13T18:04:29Z	51014,66197	8	9	8
2026-05-13T18:04:34Z	51014,66362	8	9	8
2026-05-13T18:04:39Z	51014,66484	8	9	8
2026-05-13T18:04:44Z	51014,66506	8	9	8
2026-05-13T18:04:49Z	51014,66536	8	9	8
2026-05-13T18:04:54Z	51014,66608	8	9	8
2026-05-13T18:04:59Z	51014,66642	8	9	8
2026-05-13T18:05:04Z	51014,66667	8	9	8
2026-05-13T18:05:09Z	51014,66683	8	9	8
2026-05-13T18:05:14Z	51014,66697	8	9	8
2026-05-13T18:05:19Z	51014,66770	8	9	8
2026-05-13T18:05:25Z	51014,66786	8	9	8
2026-05-13T18:05:30Z	51014,66806	8	9	8
2026-05-13T18:05:35Z	51014,66825	8	9	8
2026-05-13T18:05:40Z	51014,66845	8	9	8
2026-05-13T18:05:45Z	51014,66878	8	9	8
2026-05-13T18:05:50Z	51014,66893	8	9	8
2026-05-13T18:05:55Z	51014,66907	8	9	8
2026-05-13T18:06:00Z	51014,66972	8	9	8
2026-05-13T18:06:05Z	51014,66989	8	9	8
2026-05-13T18:06:10Z	51014,67023	8	9	8
2026-05-13T18:06:15Z	51014,67037	8	9	8
2026-05-13T18:06:20Z	51014,67051	8	9	8
2026-05-13T18:06:25Z	51014,67073	8	9	8
2026-05-13T18:06:30Z	51014,67094	8	9	8
2026-05-13T18:06:36Z	51014,67107	8	9	8
2026-05-13T18:06:41Z	51014,67120	8	9	8
2026-05-13T18:06:46Z	67198	0	9	8
2026-05-13T18:06:51Z	67216	0	9	8
2026-05-13T18:06:56Z	67406	0	9	8
2026-05-13T18:07:01Z	67434	0	9	8
2026-05-13T18:07:06Z	67450	0	9	8
2026-05-13T18:07:11Z	67459	0	9	8
2026-05-13T18:07:16Z	67606	0	9	8
2026-05-13T18:07:21Z	67684	0	9	8
2026-05-13T18:07:26Z	67706	0	9	8
2026-05-13T18:07:31Z	67722	0	9	8
2026-05-13T18:07:36Z	67734	0	9	8
2026-05-13T18:07:41Z	67759	0	9	8
2026-05-13T18:07:46Z	67786	0	9	8
2026-05-13T18:07:52Z	67803	0	9	8
