sampled_at_utc	tcfs_pids	s3_established_sockets	highwater	limit
2026-05-13T22:21:07Z	13831,24901	8	9	8
2026-05-13T22:21:12Z	13831,24922	9	9	8
2026-05-13T22:21:17Z	13831,24943	9	9	8
2026-05-13T22:21:22Z	13831,24959	9	9	8
2026-05-13T22:21:27Z	13831,24972	9	9	8
2026-05-13T22:21:32Z	13831,24985	8	9	8
2026-05-13T22:21:37Z	13831,24998	8	9	8
2026-05-13T22:21:42Z	13831,25011	8	9	8
2026-05-13T22:21:47Z	13831,25029	8	9	8
2026-05-13T22:21:52Z	13831,25042	8	9	8
2026-05-13T22:21:58Z	13831,25055	8	9	8
2026-05-13T22:22:03Z	13831,25068	8	9	8
2026-05-13T22:22:08Z	13831,25081	8	9	8
2026-05-13T22:22:13Z	13831,25097	8	9	8
2026-05-13T22:22:18Z	13831,25111	8	9	8
2026-05-13T22:22:23Z	13831,25124	8	9	8
2026-05-13T22:22:28Z	13831,25137	8	9	8
2026-05-13T22:22:33Z	13831,25150	8	9	8
2026-05-13T22:22:38Z	13831,25163	8	9	8
2026-05-13T22:22:43Z	13831,25176	8	9	8
2026-05-13T22:22:48Z	13831,25191	8	9	8
2026-05-13T22:22:53Z	13831,25204	8	9	8
2026-05-13T22:22:58Z	13831,25217	8	9	8
2026-05-13T22:23:03Z	13831,25230	8	9	8
2026-05-13T22:23:08Z	13831,25248	8	9	8
2026-05-13T22:23:14Z	13831,25266	8	9	8
2026-05-13T22:23:19Z	13831,25279	8	9	8
2026-05-13T22:23:24Z	13831,25298	8	9	8
2026-05-13T22:23:29Z	13831,25380	8	9	8
2026-05-13T22:23:34Z	13831,25394	8	9	8
2026-05-13T22:23:39Z	13831,25408	8	9	8
2026-05-13T22:23:44Z	13831,25425	8	9	8
2026-05-13T22:23:49Z	13831,25457	8	9	8
2026-05-13T22:23:54Z	13831,25475	8	9	8
2026-05-13T22:23:59Z	13831,25488	8	9	8
2026-05-13T22:24:04Z	13831,25515	9	9	8
2026-05-13T22:24:09Z	13831,25528	9	9	8
2026-05-13T22:24:14Z	13831,25545	9	9	8
2026-05-13T22:24:19Z	13831,25564	8	9	8
2026-05-13T22:24:24Z	13831,25587	8	9	8
2026-05-13T22:24:30Z	13831,25613	8	9	8
2026-05-13T22:24:35Z	13831,25626	8	9	8
2026-05-13T22:24:40Z	13831,25656	8	9	8
2026-05-13T22:24:45Z	13831,25670	8	9	8
2026-05-13T22:24:50Z	13831,25688	8	9	8
2026-05-13T22:24:55Z	13831,25702	8	9	8
2026-05-13T22:25:00Z	13831,25748	8	9	8
2026-05-13T22:25:05Z	13831,25761	8	9	8
2026-05-13T22:25:10Z	13831,25837	8	9	8
2026-05-13T22:25:15Z	13831,25869	8	9	8
2026-05-13T22:25:20Z	13831,25892	8	9	8
2026-05-13T22:25:25Z	13831,25905	9	9	8
2026-05-13T22:25:30Z	13831,25925	9	9	8
2026-05-13T22:25:36Z	13831,25938	9	9	8
2026-05-13T22:25:41Z	13831,25952	9	9	8
2026-05-13T22:25:46Z	13831,25970	9	9	8
2026-05-13T22:25:51Z	13831,25987	8	9	8
2026-05-13T22:25:56Z	13831,26000	8	9	8
2026-05-13T22:26:01Z	13831,26013	8	9	8
2026-05-13T22:26:06Z	13831,26039	8	9	8
2026-05-13T22:26:11Z	13831,26052	8	9	8
2026-05-13T22:26:16Z	13831,26072	8	9	8
2026-05-13T22:26:21Z	13831,26098	8	9	8
2026-05-13T22:26:26Z	13831,26116	9	9	8
2026-05-13T22:26:31Z	13831,26133	9	9	8
2026-05-13T22:26:36Z	13831,26147	9	9	8
2026-05-13T22:26:41Z	13831,26167	9	9	8
2026-05-13T22:26:47Z	13831,26205	8	9	8
2026-05-13T22:26:52Z	13831,26226	8	9	8
2026-05-13T22:26:57Z	13831,26245	8	9	8
2026-05-13T22:27:02Z	13831,26261	9	9	8
2026-05-13T22:27:07Z	13831,26393	9	9	8
2026-05-13T22:27:12Z	13831,26420	9	9	8
2026-05-13T22:27:17Z	13831,26434	8	9	8
2026-05-13T22:27:22Z	13831,26448	8	9	8
2026-05-13T22:27:27Z	13831,26461	8	9	8
2026-05-13T22:27:32Z	13831,26474	8	9	8
2026-05-13T22:27:37Z	13831,26487	8	9	8
2026-05-13T22:27:42Z	13831,26500	8	9	8
2026-05-13T22:27:47Z	13831,26528	8	9	8
2026-05-13T22:27:53Z	13831,26556	9	9	8
2026-05-13T22:27:58Z	13831,26809	9	9	8
2026-05-13T22:28:03Z	13831,26824	9	9	8
2026-05-13T22:28:08Z	13831,26904	9	9	8
2026-05-13T22:28:13Z	13831,26920	9	9	8
2026-05-13T22:28:18Z	13831,27339	8	9	8
2026-05-13T22:28:23Z	13831,28024	8	9	8
2026-05-13T22:28:28Z	13831,28276	8	9	8
2026-05-13T22:28:33Z	13831,28293	8	9	8
2026-05-13T22:28:38Z	13831,28309	8	9	8
2026-05-13T22:28:43Z	13831,28322	8	9	8
2026-05-13T22:28:48Z	13831,28336	8	9	8
2026-05-13T22:28:53Z	13831,28349	8	9	8
2026-05-13T22:28:59Z	13831,28374	8	9	8
2026-05-13T22:29:04Z	13831,28393	8	9	8
2026-05-13T22:29:09Z	13831,28422	8	9	8
2026-05-13T22:29:14Z	13831,28445	8	9	8
2026-05-13T22:29:19Z	13831,28545	8	9	8
2026-05-13T22:29:24Z	13831,28558	8	9	8
2026-05-13T22:29:29Z	13831,29224	8	9	8
2026-05-13T22:29:34Z	13831,29821	8	9	8
2026-05-13T22:29:39Z	13831,29838	8	9	8
2026-05-13T22:29:44Z	13831,29867	8	9	8
2026-05-13T22:29:49Z	13831,29888	8	9	8
2026-05-13T22:29:54Z	13831,29901	8	9	8
2026-05-13T22:30:00Z	13831,29917	8	9	8
2026-05-13T22:30:05Z	13831,29935	8	9	8
2026-05-13T22:30:10Z	13831,29954	8	9	8
2026-05-13T22:30:15Z	13831,29968	8	9	8
2026-05-13T22:30:20Z	13831,29986	8	9	8
2026-05-13T22:30:25Z	13831,30090	8	9	8
2026-05-13T22:30:30Z	13831,30106	8	9	8
2026-05-13T22:30:35Z	13831,30588	8	9	8
2026-05-13T22:30:40Z	13831,30610	8	9	8
2026-05-13T22:30:45Z	13831,30624	8	9	8
2026-05-13T22:30:50Z	13831,30642	8	9	8
2026-05-13T22:30:55Z	13831,30658	8	9	8
2026-05-13T22:31:00Z	13831,30671	8	9	8
2026-05-13T22:31:06Z	13831,30822	8	9	8
2026-05-13T22:31:11Z	13831,31573	9	9	8
2026-05-13T22:31:16Z	13831,32065	9	9	8
2026-05-13T22:31:21Z	13831,32079	9	9	8
2026-05-13T22:31:26Z	13831,32098	9	9	8
2026-05-13T22:31:31Z	13831,32114	9	9	8
2026-05-13T22:31:36Z	13831,32127	8	9	8
2026-05-13T22:31:41Z	13831,32140	8	9	8
2026-05-13T22:31:46Z	13831,32154	8	9	8
2026-05-13T22:31:51Z	13831,32167	8	9	8
2026-05-13T22:31:56Z	13831,32180	8	9	8
2026-05-13T22:32:01Z	13831,32193	8	9	8
2026-05-13T22:32:06Z	13831,32206	8	9	8
2026-05-13T22:32:11Z	13831,32231	8	9	8
2026-05-13T22:32:17Z	13831,32248	8	9	8
2026-05-13T22:32:22Z	13831,32327	8	9	8
2026-05-13T22:32:27Z	13831,32359	8	9	8
2026-05-13T22:32:32Z	13831,32379	8	9	8
2026-05-13T22:32:37Z	13831,33121	8	9	8
2026-05-13T22:32:42Z	13831,33637	9	9	8
2026-05-13T22:32:47Z	13831,33654	9	9	8
2026-05-13T22:32:52Z	13831,33670	9	9	8
2026-05-13T22:32:57Z	13831,33683	9	9	8
2026-05-13T22:33:02Z	13831,33707	8	9	8
2026-05-13T22:33:07Z	13831,34733	8	9	8
2026-05-13T22:33:12Z	13831,34746	8	9	8
2026-05-13T22:33:18Z	13831,34766	9	9	8
2026-05-13T22:33:23Z	13831,34779	9	9	8
2026-05-13T22:33:28Z	13831,34858	9	9	8
2026-05-13T22:33:33Z	13831,34871	8	9	8
2026-05-13T22:33:38Z	13831,34885	8	9	8
2026-05-13T22:33:43Z	13831,34898	8	9	8
2026-05-13T22:33:48Z	13831,34912	8	9	8
2026-05-13T22:33:53Z	13831,34925	8	9	8
2026-05-13T22:33:58Z	13831,34938	8	9	8
2026-05-13T22:34:03Z	13831,34951	8	9	8
2026-05-13T22:34:08Z	13831,34966	8	9	8
2026-05-13T22:34:13Z	13831,34994	8	9	8
2026-05-13T22:34:18Z	13831,36018	8	9	8
2026-05-13T22:34:24Z	13831,36035	8	9	8
2026-05-13T22:34:29Z	13831,36093	8	9	8
2026-05-13T22:34:34Z	13831,36109	8	9	8
2026-05-13T22:34:39Z	13831,36123	8	9	8
2026-05-13T22:34:44Z	13831,36138	8	9	8
2026-05-13T22:34:49Z	13831,36159	8	9	8
2026-05-13T22:34:54Z	13831,36176	8	9	8
2026-05-13T22:34:59Z	13831,36193	8	9	8
2026-05-13T22:35:04Z	13831,36206	8	9	8
2026-05-13T22:35:09Z	13831,36223	8	9	8
2026-05-13T22:35:14Z	13831,36237	8	9	8
2026-05-13T22:35:19Z	13831,36250	8	9	8
2026-05-13T22:35:24Z	13831,36273	8	9	8
2026-05-13T22:35:29Z	13831,36286	8	9	8
2026-05-13T22:35:34Z	13831,36299	8	9	8
2026-05-13T22:35:40Z	13831,36314	9	9	8
2026-05-13T22:35:45Z	13831,36331	9	9	8
2026-05-13T22:35:50Z	13831,36344	9	9	8
2026-05-13T22:35:55Z	13831,36357	9	9	8
2026-05-13T22:36:00Z	13831,36370	9	9	8
2026-05-13T22:36:05Z	13831,36386	8	9	8
2026-05-13T22:36:10Z	13831,36399	8	9	8
2026-05-13T22:36:15Z	13831,36413	8	9	8
2026-05-13T22:36:20Z	13831,36427	8	9	8
2026-05-13T22:36:25Z	13831,36440	8	9	8
2026-05-13T22:36:30Z	13831,36456	8	9	8
2026-05-13T22:36:35Z	13831,36469	8	9	8
2026-05-13T22:36:40Z	13831,36482	8	9	8
2026-05-13T22:36:45Z	13831,36496	8	9	8
2026-05-13T22:36:51Z	13831,36513	8	9	8
2026-05-13T22:36:56Z	13831,36528	8	9	8
2026-05-13T22:37:01Z	13831,36541	8	9	8
2026-05-13T22:37:06Z	13831,36554	8	9	8
2026-05-13T22:37:11Z	13831,36570	8	9	8
2026-05-13T22:37:16Z	13831,36587	8	9	8
2026-05-13T22:37:21Z	13831,36603	8	9	8
2026-05-13T22:37:26Z	13831,36616	8	9	8
2026-05-13T22:37:31Z	13831,36630	8	9	8
2026-05-13T22:37:36Z	13831,36643	8	9	8
2026-05-13T22:37:41Z	13831,36656	9	9	8
2026-05-13T22:37:46Z	13831,36670	9	9	8
2026-05-13T22:37:51Z	13831,36684	9	9	8
2026-05-13T22:37:57Z	13831,36697	9	9	8
2026-05-13T22:38:02Z	13831,36710	8	9	8
2026-05-13T22:38:07Z	13831,36724	8	9	8
2026-05-13T22:38:12Z	13831,36753	8	9	8
2026-05-13T22:38:17Z	13831,36774	8	9	8
2026-05-13T22:38:22Z	13831,36798	8	9	8
2026-05-13T22:38:27Z	13831,36813	8	9	8
2026-05-13T22:38:32Z	13831,36901	8	9	8
2026-05-13T22:38:37Z	13831,36915	8	9	8
2026-05-13T22:38:42Z	13831,36932	8	9	8
2026-05-13T22:38:47Z	13831,36946	8	9	8
2026-05-13T22:38:52Z	13831,36978	8	9	8
2026-05-13T22:38:58Z	13831,36997	8	9	8
2026-05-13T22:39:03Z	13831,37029	8	9	8
2026-05-13T22:39:08Z	13831,37042	8	9	8
2026-05-13T22:39:13Z	13831,37061	8	9	8
2026-05-13T22:39:18Z	13831,37075	8	9	8
2026-05-13T22:39:23Z	13831,37092	8	9	8
2026-05-13T22:39:28Z	13831,37115	8	9	8
2026-05-13T22:39:33Z	13831,37138	8	9	8
2026-05-13T22:39:38Z	13831,37151	8	9	8
2026-05-13T22:39:43Z	13831,37164	8	9	8
2026-05-13T22:39:48Z	13831,37186	8	9	8
2026-05-13T22:39:53Z	13831,37263	8	9	8
2026-05-13T22:39:58Z	13831,37276	8	9	8
2026-05-13T22:40:04Z	13831,37325	8	9	8
2026-05-13T22:40:09Z	13831,37444	8	9	8
2026-05-13T22:40:14Z	13831,37578	8	9	8
2026-05-13T22:40:19Z	13831,37725	8	9	8
2026-05-13T22:40:24Z	13831,37846	8	9	8
2026-05-13T22:40:29Z	13831,38062	8	9	8
2026-05-13T22:40:34Z	13831,38115	8	9	8
2026-05-13T22:40:39Z	13831,38139	8	9	8
2026-05-13T22:40:44Z	13831,38153	9	9	8
2026-05-13T22:40:49Z	13831,38168	9	9	8
2026-05-13T22:40:54Z	13831,38183	9	9	8
2026-05-13T22:40:59Z	13831,38199	9	9	8
2026-05-13T22:41:04Z	13831,38212	8	9	8
2026-05-13T22:41:10Z	13831,38225	9	9	8
2026-05-13T22:41:15Z	13831,38243	9	9	8
2026-05-13T22:41:20Z	13831,38256	9	9	8
2026-05-13T22:41:25Z	13831,38269	9	9	8
2026-05-13T22:41:30Z	13831,38282	9	9	8
2026-05-13T22:41:35Z	13831,38295	9	9	8
2026-05-13T22:41:40Z	13831,38308	9	9	8
2026-05-13T22:41:45Z	13831,38325	9	9	8
2026-05-13T22:41:50Z	13831,38338	9	9	8
2026-05-13T22:41:55Z	13831,38351	9	9	8
2026-05-13T22:42:00Z	13831,38364	9	9	8
2026-05-13T22:42:05Z	13831,38379	8	9	8
2026-05-13T22:42:10Z	13831,38392	8	9	8
2026-05-13T22:42:16Z	13831,38406	9	9	8
2026-05-13T22:42:21Z	13831,38419	9	9	8
2026-05-13T22:42:26Z	13831,38432	9	9	8
2026-05-13T22:42:31Z	13831,38449	9	9	8
2026-05-13T22:42:36Z	13831,38462	8	9	8
2026-05-13T22:42:41Z	13831,38476	8	9	8
2026-05-13T22:42:46Z	13831,38508	8	9	8
2026-05-13T22:42:51Z	13831,38522	8	9	8
2026-05-13T22:42:56Z	13831,38538	8	9	8
2026-05-13T22:43:01Z	13831,38552	9	9	8
2026-05-13T22:43:06Z	13831,38576	9	9	8
2026-05-13T22:43:11Z	13831,38601	9	9	8
2026-05-13T22:43:17Z	13831,38617	9	9	8
2026-05-13T22:43:22Z	13831,38630	9	9	8
2026-05-13T22:43:27Z	13831,38644	9	9	8
2026-05-13T22:43:32Z	13831,38722	8	9	8
2026-05-13T22:43:37Z	13831,38735	8	9	8
2026-05-13T22:43:42Z	13831,38749	9	9	8
2026-05-13T22:43:47Z	13831,38763	9	9	8
2026-05-13T22:43:52Z	13831,38786	9	9	8
2026-05-13T22:43:57Z	13831,38799	9	9	8
2026-05-13T22:44:02Z	13831,38814	9	9	8
2026-05-13T22:44:07Z	13831,38828	9	9	8
2026-05-13T22:44:12Z	13831,38847	9	9	8
2026-05-13T22:44:18Z	13831,38861	9	9	8
2026-05-13T22:44:23Z	13831,38874	9	9	8
2026-05-13T22:44:28Z	13831,38887	9	9	8
2026-05-13T22:44:33Z	13831,38900	9	9	8
2026-05-13T22:44:38Z	13831,38923	9	9	8
2026-05-13T22:44:43Z	13831,38939	9	9	8
2026-05-13T22:44:48Z	13831,38956	9	9	8
2026-05-13T22:44:53Z	13831,38976	9	9	8
2026-05-13T22:44:58Z	13831,38992	9	9	8
2026-05-13T22:45:03Z	13831,39009	8	9	8
2026-05-13T22:45:08Z	13831,39022	8	9	8
2026-05-13T22:45:13Z	13831,39060	8	9	8
2026-05-13T22:45:18Z	13831,39171	9	9	8
2026-05-13T22:45:24Z	13831,39221	9	9	8
2026-05-13T22:45:29Z	13831,39266	9	9	8
2026-05-13T22:45:34Z	13831,39285	9	9	8
2026-05-13T22:45:39Z	13831,39312	9	9	8
2026-05-13T22:45:44Z	13831,39326	9	9	8
2026-05-13T22:45:50Z	13831,39339	9	9	8
2026-05-13T22:45:55Z	13831,39352	9	9	8
2026-05-13T22:46:00Z	13831,39365	9	9	8
2026-05-13T22:46:05Z	13831,39391	9	9	8
2026-05-13T22:46:10Z	13831,39404	9	9	8
2026-05-13T22:46:15Z	13831,39458	9	9	8
2026-05-13T22:46:20Z	13831,39485	9	9	8
2026-05-13T22:46:25Z	13831,39583	9	9	8
2026-05-13T22:46:31Z	13831,39619	9	9	8
2026-05-13T22:46:36Z	13831,39632	8	9	8
2026-05-13T22:46:41Z	13831,39652	8	9	8
2026-05-13T22:46:46Z	13831,39679	8	9	8
2026-05-13T22:46:51Z	13831,39704	8	9	8
2026-05-13T22:46:56Z	13831,39719	9	9	8
2026-05-13T22:47:01Z	13831,39744	9	9	8
2026-05-13T22:47:06Z	13831,39757	9	9	8
2026-05-13T22:47:11Z	13831,39770	9	9	8
2026-05-13T22:47:16Z	13831,39788	9	9	8
2026-05-13T22:47:21Z	13831,39817	9	9	8
2026-05-13T22:47:27Z	13831,39830	9	9	8
2026-05-13T22:47:32Z	13831,39847	10	10	8
2026-05-13T22:47:37Z	13831,39869	10	10	8
2026-05-13T22:47:42Z	13831,39882	10	10	8
2026-05-13T22:47:47Z	13831,39899	9	10	8
2026-05-13T22:47:52Z	13831,40069	9	10	8
2026-05-13T22:47:57Z	13831,40179	9	10	8
2026-05-13T22:48:02Z	13831,40196	9	10	8
2026-05-13T22:48:07Z	13831,40213	9	10	8
2026-05-13T22:48:12Z	13831,40227	9	10	8
2026-05-13T22:48:17Z	13831,40271	8	10	8
2026-05-13T22:48:22Z	13831,40326	9	10	8
2026-05-13T22:48:27Z	13831,40341	9	10	8
2026-05-13T22:48:32Z	13831,40420	9	10	8
2026-05-13T22:48:38Z	13831,40439	9	10	8
